"spo","meanW_rpomAlone","semW_rpomAlone","meanW_vib","semW_vib","meanW_mari","semW_mari","meanW_CC","semW_CC","gene","funct","NCBI","Vib_fold_diff","Mari_fold_diff","CC_fold_diff"
"SPO3600",0.98,0.014,1,0.014,0.99,0.028,1,0.017,"pyk","pyruvate kinase","SPO_RS18240",0.029,0.014,0.029
"SPO3601",0.95,0.048,1,0.036,0.97,0.04,1,0.051,"SPO3601","N-formylglutamate amidohydrolase family protein","SPO_RS18245",0.073,0.03,0.073
"SPO3602",0.92,0.027,0.98,0.046,0.99,0.021,0.95,0.036,"SPO3602","hypothetical protein","SPO_RS18250",0.09,0.1,0.046
"SPO3603",1,0.036,1,0.013,1,0.021,0.98,0.026,"SPO3603","thioesterase family protein","SPO_RS18255",0,0,-0.029
"SPO3604",0.85,0.027,0.97,0.008,0.92,0.021,1,0.025,"SPO3604","D-amino acid aminotransferase, putative","SPO_RS18260",0.19,0.11,0.23
"SPO3605",0.99,0.021,0.96,0.024,0.98,0.013,1,0.01,"SPO3605","hypothetical protein","SPO_RS18265",-0.044,-0.014,0.014
"SPO3606",0.87,0.09,0.95,0.068,0.88,0.04,1,0.035,"SPO3606","mandelate racemase/muconate lactonizing enzyme family protein","SPO_RS18270",0.13,0.016,0.2
"SPO3607",1,0.019,1,0.015,1,0.007,1.1,0.012,"SPO3607","hypothetical protein","SPO_RS18275",0,0,0.14
"SPO3608",0.92,0.035,0.96,0.038,0.91,0.042,0.95,0.024,"mclA","malyl-CoA lyase","SPO_RS18280",0.061,-0.016,0.046
"SPO3609",1,0.043,1,0.14,1,0.042,1.2,0.046,"linC-2","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","SPO_RS18290",0,0,0.26
"SPO3610",1,0.032,1.1,0.019,1,0.011,1,0.019,"SPO3610","hypothetical protein","",0.14,0,0
"SPO3611",1,0.028,1,0.018,1,0.019,0.99,0.024,"SPO3611","hypothetical protein","SPO_RS18300",0,0,-0.014
"SPO3612",0.96,0.04,1,0.018,1,0.022,0.97,0.027,"SPO3612","transcriptional regulator, AsnC family","SPO_RS18305",0.058,0.058,0.015
"SPO3613",1,0.023,1,0.023,1.1,0.017,1.1,0.027,"SPO3613","transporter, LysE family","SPO_RS18310",0,0.14,0.14
"SPO3614",1.1,0.066,0.96,0.075,0.97,0.037,0.99,0.044,"SPO3614","hypothetical protein","",-0.19,-0.18,-0.15
"SPO3615",0.98,0.02,0.96,0.021,0.98,0.022,0.96,0.026,"SPO3615","transcriptional regulator, AraC family","SPO_RS18315",-0.029,0,-0.029
"SPO3617",1.1,0.032,1,0.019,1,0.014,1,0.031,"SPO3617","peptidoglycan-binding protein, putative","SPO_RS18325",-0.14,-0.14,-0.14
"SPO3618",1,0.032,0.96,0.006,0.99,0.026,1,0.055,"SPO3618","sulfonate ABC transporter, permease protein, putative","SPO_RS18330",-0.058,-0.014,0
"SPO3619",1,0.033,0.99,0.019,1,0.011,0.99,0.009,"SPO3619","sulfonate ABC transporter, ATP-binding protein","SPO_RS18335",-0.014,0,-0.014
"SPO3620",1.1,0.01,1,0.014,1,0.018,1,0.017,"SPO3620","sulfonate ABC transporter, periplasmic sulfonate-binding protein","SPO_RS18340",-0.14,-0.14,-0.14
"SPO3621",0,NA,0,NA,0,NA,0,NA,"SPO3621","transcriptional regulator, GntR family","SPO_RS18345",0,0,0
"SPO3622",0.94,0.033,0.98,0.022,0.89,0.026,0.85,0.047,"SPO3622","hypothetical protein","SPO_RS18350",0.06,-0.078,-0.14
"SPO3623",1,0.009,0.93,0.032,1,0.014,0.99,0.018,"SPO3623","hypothetical protein","SPO_RS18355",-0.1,0,-0.014
"SPO3625",1.1,0.04,1,0.021,1,0.035,1,0.03,"cspA","cold shock protein CspA","SPO_RS18365",-0.14,-0.14,-0.14
"SPO3626",0.86,0.16,0.54,0.24,0.36,0.22,0.87,0.097,"gshA","glutamate--cysteine ligase","SPO_RS18370",-0.66,-1.2,0.016
"SPO3627",1,0.025,1,0.011,1,0.029,1,0.026,"SPO3627","hypothetical protein","SPO_RS18375",0,0,0
"SPO3628",1,0.017,1,0.02,1,0.008,1,0.017,"SPO3628","acetyltransferase, GNAT family","SPO_RS18380",0,0,0
"SPO3629",1.1,0.034,0.97,0.041,1,0.03,1,0.022,"SPO3629","hypothetical protein","SPO_RS18385",-0.18,-0.14,-0.14
"SPO3631",1.1,0.016,1,0.005,1,0.009,1,0.009,"SPO3631","OmpA domain protein","SPO_RS18395",-0.14,-0.14,-0.14
"SPO3632",1,0.021,1.1,0.023,1.1,0.013,1,0.034,"SPO3632","hypothetical protein","SPO_RS18400",0.14,0.14,0
"SPO3633",0.68,0.02,0.91,0.052,0.8,0.039,0.85,0.05,"SPO3633","molybdopterin converting factor, subunit 2","SPO_RS18405",0.42,0.23,0.32
"SPO3634",0.67,0.038,0.8,0.11,0.77,0.068,0.83,0.023,"moaD","molybdopterin converting factor, subunit 1","SPO_RS18410",0.25,0.2,0.3
"SPO3635",0.91,0.12,0.71,0.25,0.49,0.29,0.29,0.29,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","SPO_RS18415",-0.35,-0.88,-1.6
"SPO3636",0.95,0.018,0.99,0.011,0.97,0.008,0.98,0.011,"SPO3636","beta-lactamase, putative","SPO_RS18420",0.059,0.03,0.044
"SPO3637",0.9,0.038,0.89,0.063,0.96,0.049,0.98,0.038,"uvrC","UvrABC system protein C","SPO_RS18425",-0.016,0.092,0.12
"SPO3638",1.1,NA,NA,NA,NA,NA,NA,NA,"SPO3638","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS18430",NA,NA,NA
"SPO3639",0.4,0.23,0.58,0.23,0.63,0.14,0.17,0.17,"SPO3639","K+-dependent Na+/Ca+ exchanger related-protein","SPO_RS18435",0.53,0.64,-1.2
"SPO3640",0.61,0.23,0.59,0.2,0.8,0.12,0.47,0.17,"SPO3640","peptidase, family S49","SPO_RS18445",-0.047,0.39,-0.37
"SPO3641",1,0.015,0.98,0.011,1,0.023,1,0.02,"SPO3641","ABC transporter, permease protein","SPO_RS18450",-0.029,0,0
"SPO3642",0.98,0.035,0.96,0.05,0.94,0.032,0.96,0.027,"SPO3642","ABC transporter, ATP-binding protein","SPO_RS18455",-0.029,-0.06,-0.029
"SPO3643",0.95,0.027,0.97,0.026,1,0.028,0.95,0.024,"SPO3643","integral membrane protein","SPO_RS18465",0.03,0.073,0
"SPO3644",0.97,0.037,0.98,0.021,0.95,0.006,0.93,0.038,"SPO3644","hypothetical protein","SPO_RS18470",0.015,-0.03,-0.06
"SPO3645",0.92,0.036,0.91,0.024,0.9,0.042,0.92,0.033,"SPO3645","transcriptional regulator, putative","SPO_RS18475",-0.016,-0.031,0
"SPO3646",0.94,0.019,0.91,0.017,0.9,0.012,0.92,0.023,"SPO3646","enoyl-CoA hydratase/isomerase family protein","SPO_RS18480",-0.046,-0.062,-0.031
"SPO3647",1.1,0.007,0.99,0.018,1,0.016,0.98,0.025,"SPO3647","CAIB/BAIF family protein","SPO_RS18485",-0.15,-0.14,-0.17
"SPO3650",1,0.018,0.99,0.016,0.99,0.015,0.98,0.024,"SPO3650","adenylate/guanylate cyclase","SPO_RS18500",-0.014,-0.014,-0.029
"SPO3651",0.95,0.019,0.97,0.027,0.97,0.024,0.91,0.038,"SPO3651","fatty acid desaturase family protein","SPO_RS18505",0.03,0.03,-0.061
"SPO3652",1.1,0.023,1,0.022,1,0.014,1,0.036,"SPO3652","hypothetical protein","",-0.14,-0.14,-0.14
"SPO3655",1,0.01,0.99,0.02,0.99,0.03,0.97,0.029,"SPO3655","methyltransferase, putative","SPO_RS18525",-0.014,-0.014,-0.044
"SPO3656",0.89,0.03,0.93,0.032,0.93,0.029,0.97,0.043,"clpS","ATP-dependent Clp protease, adaptor protein ClpS","SPO_RS18530",0.063,0.063,0.12
"SPO3657",0.96,0.027,0.94,0.035,0.96,0.037,0.96,0.018,"SPO3657","hydrolase, haloacid dehalogenase-like family","SPO_RS18535",-0.03,0,0
"SPO3659",0.52,0.092,0.58,0.054,0.62,0.054,0.62,0.07,"pxpA","5-oxoprolinase subunit A (5-OPase subunit A)","SPO_RS18545",0.15,0.25,0.25
"SPO3660",0.9,0.061,0.8,0.033,0.8,0.047,0.79,0.017,"SPO3660","urea amidolyase-like protein","SPO_RS18550",-0.17,-0.17,-0.19
"SPO3661",0.92,0.015,0.78,0.032,0.78,0.026,0.75,0.026,"SPO3661","allophanate hydrolase family protein","SPO_RS18555",-0.24,-0.24,-0.29
"SPO3662",0.87,0.042,0.95,0.046,0.8,0.047,0.85,0.022,"SPO3662","hypothetical protein","SPO_RS18560",0.13,-0.12,-0.033
"SPO3663",0.93,0.018,0.98,0.016,0.93,0.015,0.92,0.01,"SPO3663","TRAP dicarboxylate family transporter, DctM subunit","SPO_RS18565",0.075,0,-0.015
"SPO3664",0.93,0.016,0.96,0.02,0.97,0.021,0.99,0.022,"SPO3664","hypothetical protein","SPO_RS18570",0.045,0.06,0.089
"SPO3665",0.97,0.022,1,0.022,0.97,0.015,1,0.019,"SPO3665","bacterial extracellular solute-binding protein, family 7","SPO_RS18575",0.044,0,0.044
"SPO3666",1,0.028,1,0.026,0.99,0.02,1,0.014,"SPO3666","oxidoreductase, FAD-binding protein","SPO_RS18580",0,-0.014,0
"SPO3667",0.92,0.032,0.96,0.009,0.95,0.008,0.94,0.006,"catB","muconate cycloisomerase I","SPO_RS18585",0.061,0.046,0.031
"SPO3668",0.98,0.037,0.98,0.025,0.98,0.006,0.98,0.038,"SPO3668","transcriptional regulator, LysR family","SPO_RS18590",0,0,0
"SPO3671",0.99,0.007,1,0.006,0.99,0.009,0.99,0.004,"SPO3671","multicopper oxidase domain protein","SPO_RS18600",0.014,0,0
"SPO3672",1,0.016,1,0.016,1,0.011,1,0.01,"SPO3672","hypothetical protein","SPO_RS18605",0,0,0
"SPO3673",1.1,0.008,1.1,0.001,1.1,0.005,1.1,0.003,"SPO3673","type I secretion target repeat protein","SPO_RS22625",0,0,0
"SPO3673a",1.1,0.008,1.1,0.003,1.1,0.003,1,0.001,"SPO3673a","hypothetical protein","SPO_RS22970",0,0,-0.14
"SPO3674",0.91,0.02,0.95,0.013,0.95,0.009,0.94,0.021,"SPO3674","ISSpo7, transposase","SPO_RS22630",0.061,0.061,0.046
"SPO3675",1,0.029,0.95,0.012,0.99,0.008,0.99,0.018,"SPO3675","hypothetical protein","SPO_RS18645",-0.073,-0.014,-0.014
"SPO3676",0.96,0.02,0.97,0.01,0.96,0.01,0.94,0.02,"argE-2","acetylornithine deacetylase","SPO_RS18650",0.015,0,-0.03
"SPO3677",0.96,0.007,0.99,0.01,0.97,0.006,0.96,0.016,"SPO3677","transcriptional regulator, LysR family","SPO_RS18655",0.044,0.015,0
"SPO3678",0.99,0.006,0.98,0.009,1,0.009,0.98,0.009,"SPO3678","Rieske 2Fe-2S domain protein","SPO_RS18660",-0.014,0.014,-0.014
"SPO3679",1,0.007,1,0.018,1,0.019,1,0.02,"SPO3679","hypothetical protein","SPO_RS18665",0,0,0
"SPO3680",1,0.044,1,0.023,1,0.038,0.97,0.036,"SPO3680","endoribonuclease L-PSP family protein","SPO_RS18670",0,0,-0.044
"SPO3681",0.96,0.007,0.95,0.01,0.97,0.012,0.96,0.008,"SPO3681","Rieske 2Fe-2S domain protein","SPO_RS18675",-0.015,0.015,0
"SPO3682",0.99,0.014,0.97,0.02,0.99,0.013,0.98,0.014,"SPO3682","hypothetical protein","SPO_RS18680",-0.029,0,-0.014
"SPO3684",0.88,0.007,0.95,0.014,0.89,0.011,0.98,0.015,"SPO3684","transcriptional regulator, LacI family","SPO_RS18690",0.11,0.016,0.15
"SPO3685",1,0.016,1,0.01,1,0.004,1,0.013,"SPO3685","hypothetical protein","SPO_RS18695",0,0,0
"SPO3686",1,0.016,1,0.01,1,0.02,1,0.021,"SPO3686","HpcH/HpaI aldolase family protein","SPO_RS18700",0,0,0
"SPO3687",0.99,0.017,0.97,0.006,0.98,0.008,0.98,0.013,"SPO3687","decarboxylase, pyridoxal-dependent","SPO_RS18705",-0.029,-0.014,-0.014
"SPO3688",0.96,0.022,0.97,0.009,0.96,0.003,0.97,0.008,"SPO3688","extradiol ring-cleavage dioxygenase family protein","SPO_RS18710",0.015,0,0.015
"SPO3689",0.9,0.027,0.92,0.016,0.93,0.013,0.89,0.011,"SPO3689","transcriptional regulator, MarR family","SPO_RS18715",0.031,0.047,-0.016
"SPO3690",0.99,0.012,0.98,0.028,0.99,0.026,0.97,0.015,"gtdA-1","gentisate 1,2-dioxygenase","SPO_RS18720",-0.014,0,-0.029
"SPO3691",0.96,0.02,0.88,0.024,0.98,0.012,0.9,0.035,"SPO3691","fumarylacetoacetate hydrolase family protein","SPO_RS18725",-0.12,0.029,-0.092
"SPO3692",1,0.007,1,0.016,1,0.007,1,0.011,"SPO3692","monooxygenase, putative","SPO_RS18730",0,0,0
"SPO3693",1,0.011,1,0.006,1,0.014,1,0.015,"SPO3693","TRAP dicarboxylate transporter, DctP subunit; possibly ferulate","SPO_RS18735",0,0,0
"SPO3694",1.1,0.045,1,0.052,1.1,0.026,1,0.026,"SPO3694","TRAP dicarboxylate transporter; possibly ferulate","SPO_RS18740",-0.14,0,-0.14
"SPO3695",1,0.006,1,0.005,0.99,0.012,0.99,0.018,"SPO3695","TRAP dicarboxylate transporter, DctM subunit; possibly ferulate","SPO_RS18745",0,-0.014,-0.014
"SPO3696",0.95,0.008,0.95,0.024,0.99,0.009,0.92,0.02,"fcs","feruloyl-CoA synthetase","SPO_RS18750",0,0.059,-0.046
"SPO3697",0.99,0.017,0.94,0.009,0.98,0.007,0.97,0.02,"badA-1","benzoate-coenzyme A ligase","SPO_RS18755",-0.074,-0.014,-0.029
"SPO3698",1,0.031,0.98,0.033,1,0.012,1,0.03,"SPO3698","hydrolase, putative","SPO_RS18760",-0.029,0,0
"SPO3699",0.98,0.014,0.98,0.055,0.95,0.015,0.98,0.02,"SPO3699","hypothetical protein","SPO_RS22325",0,-0.044,0
"SPO3700",0.95,0.019,0.97,0.021,0.99,0.013,0.97,0.017,"SPO3700","enoyl-CoA hydratase/isomerase family protein","SPO_RS18770",0.03,0.059,0.03
"SPO3701",0.96,0.017,0.96,0.02,0.97,0.006,0.96,0.013,"boxB","benzoyl-CoA oxygenase, B subunit","SPO_RS18775",0,0.015,0
"SPO3702",1,0.029,1,0.02,0.98,0.019,1,0.023,"SPO3702","hypothetical protein","SPO_RS23135",0,-0.029,0
"SPO3703",0.95,0.022,0.94,0.018,0.94,0.013,0.93,0.021,"boxA","benzoyl-CoA oxygenase, A subunit","SPO_RS18785",-0.015,-0.015,-0.03
"SPO3704",1,0.022,0.98,0.012,0.97,0.015,1,0.011,"SPO3704","DNA-binding/shikimate kinase domain protein","SPO_RS18790",-0.029,-0.044,0
"SPO3705",0.95,0.017,0.97,0.023,0.96,0.023,0.96,0.009,"SPO3705","branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein","SPO_RS18795",0.03,0.015,0.015
"SPO3706",0.92,0.042,0.88,0.048,0.91,0.025,0.87,0.029,"SPO3706","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS18800",-0.063,-0.016,-0.08
"SPO3707",0.93,0.012,0.94,0.022,0.98,0.018,0.96,0.028,"SPO3707","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS18805",0.015,0.075,0.045
"SPO3708",1,0.031,0.97,0.02,0.99,0.01,1,0.017,"SPO3708","branched-chain amino acid ABC transporter, permease protein","SPO_RS18810",-0.044,-0.014,0
"SPO3709",0.94,0.029,0.96,0.018,0.98,0.014,0.99,0.018,"SPO3709","branched-chain amino acid ABC transporter, permease protein","SPO_RS18815",0.03,0.06,0.074
"SPO3710",0.99,0.005,0.98,0.01,1,0.008,1,0.019,"SPO3710","hypothetical protein","SPO_RS18820",-0.014,0.014,0.014
"SPO3711",0.92,0.021,0.95,0.018,0.95,0.02,0.96,0.016,"SPO3711","hypothetical protein","SPO_RS18825",0.046,0.046,0.061
"SPO3713",1,0.022,1,0.018,1,0.009,1,0.005,"SPO3713","hypothetical protein","SPO_RS18845",0,0,0
"SPO3714",1.1,0.035,1,0.016,1,0.017,1,0.016,"SPO3714","hypothetical protein","SPO_RS18850",-0.14,-0.14,-0.14
"SPO3715",1,0.012,1,0.037,0.98,0.028,1,0.017,"SPO3715","carbonic anhydrase, putative","SPO_RS18855",0,-0.029,0
"SPO3716",0.96,0.015,0.94,0.026,0.94,0.033,0.94,0.032,"SPO3716","hypothetical protein","SPO_RS18860",-0.03,-0.03,-0.03
"SPO3717",1,0.04,0.98,0.016,0.99,0.009,0.98,0.019,"SPO3717","cytosol aminopeptidase family protein","SPO_RS18865",-0.029,-0.014,-0.029
"SPO3718",1,0.042,1,0.021,1,0.015,1,0.047,"SPO3718","NLP/P60 family protein","SPO_RS18870",0,0,0
"SPO3719",0.85,0.029,0.83,0.017,0.84,0.038,0.83,0.018,"SPO3719","thiosulfate sulfurtransferase, putative","SPO_RS18875",-0.034,-0.017,-0.034
"SPO3720",1,0.015,1,0.006,1,0.004,1,0.011,"tyrB","aromatic amino acid aminotransferase","SPO_RS18880",0,0,0
"SPO3721",1,0.043,1,0.018,1,0.018,1,0.024,"SPO3721","hypothetical protein","SPO_RS18885",0,0,0
"SPO3722",1,0.014,0.99,0.016,1,0.012,1,0.011,"SPO3722","Rrf2 family protein","SPO_RS18890",-0.014,0,0
"SPO3723",0.95,0.01,0.95,0.026,0.92,0.007,0.95,0.011,"amt-2","ammonium transporter","SPO_RS18895",0,-0.046,0
"SPO3724",0.97,0.054,0.91,0.023,0.91,0.023,0.93,0.037,"glnB-2","nitrogen regulatory protein P-II","SPO_RS18900",-0.091,-0.091,-0.06
"SPO3725",0.94,0.064,1,0.07,0.96,0.044,1,0.039,"SPO3725","penicillin-binding protein, 1A family","SPO_RS18905",0.088,0.03,0.088
"SPO3726",1.1,0.018,1.1,0.008,1.1,0.012,1.1,0.008,"SPO3726","toluene tolerance family protein","SPO_RS18910",0,0,0
"SPO3727",1.1,0.008,1,0.004,1,0.008,1,0.009,"SPO3727","VacJ lipoprotein, putative","SPO_RS18915",-0.14,-0.14,-0.14
"SPO3728",1,0.016,1,0.011,1,0.007,1,0.011,"SPO3728","type I secretion system ATPase","SPO_RS18920",0,0,0
"SPO3729",1,0.006,0.99,0.006,1,0.009,1,0.013,"SPO3729","type I secretion membrane fusion protein, HlyD family","SPO_RS18925",-0.014,0,0
"SPO3730",1.1,0.019,1,0.026,1,0.012,1.1,0.026,"SPO3730","endoribonuclease L-PSP family protein","SPO_RS18930",-0.14,-0.14,0
"SPO3731",1.1,0.021,1.1,0.043,1,0.012,1,0.013,"SPO3731","glycerophosphoryl diester phosphodiesterase, putative","SPO_RS18935",0,-0.14,-0.14
"SPO3732",0.96,0.015,0.99,0.015,0.99,0.004,1,0.005,"SPO3732","hypothetical protein","SPO_RS18940",0.044,0.044,0.058
"SPO3733",1,0.022,0.99,0.011,1,0.023,1,0.032,"phhB","4a-hydroxytetrahydrobiopterin dehydratase","SPO_RS18945",-0.014,0,0
"SPO3734",0.95,0.037,0.94,0.028,0.97,0.019,0.96,0.011,"SPO3734","transcriptional regulator, MerR family","SPO_RS18950",-0.015,0.03,0.015
"SPO3735",0.98,0.011,1,0.028,1,0.018,1,0.014,"SPO3735","major facilitator family protein","SPO_RS18955",0.029,0.029,0.029
"SPO3736",0.99,0.027,1,0.019,0.97,0.019,1,0.034,"SPO3736","antioxidant, AhpC/Tsa family","SPO_RS18960",0.014,-0.029,0.014
"SPO3738",0.95,0.054,0.82,0.057,0.85,0.06,0.92,0.046,"SPO3738","methyltransferase, putative","SPO_RS18970",-0.21,-0.16,-0.046
"SPO3739",1,0.003,1,0.011,1,0.014,1,0.02,"SPO3739","hydantoinase/oxoprolinase family protein","SPO_RS18975",0,0,0
"SPO3740",1,0.013,0.97,0.018,0.98,0.012,0.97,0.013,"msrA-2","methionine-S-sulfoxide reductase","SPO_RS18980",-0.044,-0.029,-0.044
"SPO3741",1,0.018,1,0.016,1,0.021,1,0.011,"msrB","methionine-R-sulfoxide reductase","SPO_RS18985",0,0,0
"SPO3742",0.95,0.012,0.94,0.025,0.97,0.018,0.96,0.014,"SPO3742","glutathione peroxidase family protein","SPO_RS18990",-0.015,0.03,0.015
"SPO3743",0.97,0.024,0.96,0.042,0.94,0.012,0.98,0.022,"SPO3743","hypothetical protein","SPO_RS18995",-0.015,-0.045,0.015
"SPO3744",0.35,0.22,0.68,0.22,0.43,0.14,0.44,0.15,"hup","DNA-binding protein HU","SPO_RS19000",0.94,0.29,0.32
"SPO3745",NA,NA,1.1,NA,1.1,0.056,1.1,0.052,"amn","AMP nucleosidase","SPO_RS19005",NA,NA,NA
"SPO3746",1.2,0.12,1.1,0.15,1.1,0.12,1,0.14,"ade","adenine deaminase","SPO_RS19010",-0.12,-0.12,-0.26
"SPO3747",0.92,0.039,0.98,0.038,0.95,0.019,0.98,0.019,"SPO3747","hypothetical protein","SPO_RS19015",0.09,0.046,0.09
"SPO3748",0.99,0.03,0.98,0.036,1,0.025,0.99,0.031,"SPO3748","transcriptional regulator, LysR family","SPO_RS19020",-0.014,0.014,0
"SPO3749",1,0.03,0.99,0.02,1,0.012,1,0.015,"SPO3749","class II aldolase/adducin N-terminal domain protein","SPO_RS19025",-0.014,0,0
"SPO3750",0.94,0.028,0.97,0.011,0.96,0.015,0.96,0.015,"SPO3750","hypothetical protein","SPO_RS19030",0.045,0.03,0.03
"SPO3751",0.94,0.013,0.95,0.018,0.94,0.01,1,0.019,"exsB","ExsB","SPO_RS19035",0.015,0,0.088
"SPO3752",0.97,0.029,1,0.024,1,0.022,1,0.019,"SPO3752","radical SAM domain protein","SPO_RS19045",0.044,0.044,0.044
"SPO3753",0.92,0.025,0.99,0.002,1,0.01,0.98,0.013,"queF","NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)","SPO_RS19050",0.1,0.12,0.09
"SPO3754",1,0.026,0.98,0.027,1,0.031,1,0.025,"SPO3754","hypothetical protein","SPO_RS19055",-0.029,0,0
"SPO3755",0.52,0.32,0.9,0.1,0.82,0.15,0.5,0.19,"SPO3755","hypothetical protein","SPO_RS19060",0.78,0.65,-0.055
"SPO3756",1,0.035,0.99,0.022,0.98,0.023,0.99,0.012,"SPO3756","OmpA domain protein","SPO_RS19065",-0.014,-0.029,-0.014
"SPO3757",0.99,0.006,0.99,0.017,0.97,0.021,1,0.009,"SPO3757","alkylhydroperoxidase AhpD family core domain protein","SPO_RS19070",0,-0.029,0.014
"SPO3758",1,0.024,1.1,0.023,1,0.022,1,0.011,"SPO3758","acetyltransferase, GNAT family","SPO_RS19075",0.14,0,0
"SPO3759",1,0.01,0.95,0.018,1,0.018,1,0.005,"SPO3759","molybdenum cofactor biosynthesis domain protein","SPO_RS19080",-0.073,0,0
"SPO3760",0.97,0.025,0.96,0.01,0.98,0.018,0.95,0.011,"sfsA","sugar fermentation stimulation protein A","SPO_RS19085",-0.015,0.015,-0.03
"SPO3762",1,0.015,1,0.026,1,0.008,1,0.005,"SPO3762","HAD-superfamily hydrolase, subfamily IA, variant 1","SPO_RS19095",0,0,0
"SPO3763",0.97,0.026,0.97,0.022,0.96,0.033,0.96,0.045,"SPO3763","iron-sulfur cluster-binding protein","SPO_RS19100",0,-0.015,-0.015
"SPO3765",1,0.029,0.95,0.016,0.99,0.011,0.98,0.024,"SPO3765","hypothetical protein","SPO_RS19110",-0.073,-0.014,-0.029
"SPO3766",0.86,0.03,0.93,0.049,0.92,0.015,0.93,0.042,"mtgA","monofunctional biosynthetic peptidoglycan transglycosylase","SPO_RS19115",0.11,0.096,0.11
"SPO3767",1,0.019,0.96,0.022,0.97,0.022,0.98,0.026,"SPO3767","hypothetical protein","SPO_RS22330",-0.058,-0.044,-0.029
"SPO3768",0.2,0.013,0.4,0.017,0.33,0.042,0.36,0.022,"gltB","glutamate synthase, large subunit","SPO_RS19125",0.97,0.7,0.82
"SPO3769",0.18,0.032,0.56,0.025,0.36,0.056,0.39,0.1,"SPO3769","hypothetical protein","SPO_RS19130",1.6,0.96,1.1
"SPO3770",0.16,0.027,0.47,0.031,0.34,0.049,0.48,0.014,"gltD","glutamate synthase, small subunit","SPO_RS19135",1.5,1,1.5
"SPO3771",0,NA,0,NA,0,NA,0,NA,"uppP","Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)","SPO_RS19140",0,0,0
"SPO3772",1,0.007,1,0.005,1,0.008,1,0.002,"SPO3772","NADH ubiquinone oxidoreductase, putative","SPO_RS19145",0,0,0
"SPO3774",0.99,0.008,0.98,0.011,0.97,0.007,0.98,0.008,"SPO3774","oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein","SPO_RS19155",-0.014,-0.029,-0.014
"SPO3775",1,0.01,0.99,0.014,1,0.006,1,0.009,"SPO3775","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS19160",-0.014,0,0
"SPO3776",1,0.015,0.98,0.015,0.98,0.013,0.99,0.011,"SPO3776","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS19165",-0.029,-0.029,-0.014
"SPO3777",0.99,0.026,1,0.007,0.99,0.007,0.99,0.02,"SPO3777","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS19170",0.014,0,0
"SPO3778",0.97,0.006,0.99,0.012,0.99,0.016,0.96,0.01,"SPO3778","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS19175",0.029,0.029,-0.015
"SPO3779",0.97,0.03,0.98,0.016,0.95,0.015,0.97,0.029,"SPO3779","transcriptional regulator, LysR family","SPO_RS19180",0.015,-0.03,0
"SPO3780",0.98,0.035,1,0.049,1,0.046,0.97,0.041,"SPO3780","hypothetical protein","SPO_RS19185",0.029,0.029,-0.015
"SPO3781",1,0.047,0.99,0.023,0.99,0.037,0.97,0.03,"SPO3781","hypothetical protein","SPO_RS19190",-0.014,-0.014,-0.044
"SPO3782",0.96,0.023,0.97,0.031,1,0.01,1,0.027,"SPO3782","hypothetical protein","SPO_RS19195",0.015,0.058,0.058
"SPO3783",0.97,0.014,0.95,0.01,0.95,0.018,0.94,0.019,"SPO3783","sugar ABC transporter, ATP-binding protein","SPO_RS19200",-0.03,-0.03,-0.045
"SPO3784",0.98,0.019,0.99,0.02,0.98,0.019,0.95,0.032,"SPO3784","sugar ABC transporter, ATP-binding protein","SPO_RS19205",0.014,0,-0.044
"SPO3785",0.95,0.02,0.95,0.025,0.98,0.016,0.94,0.03,"SPO3785","sugar ABC transporter, permease protein","SPO_RS19210",0,0.044,-0.015
"SPO3786",0.97,0.016,0.99,0.019,0.99,0.014,0.96,0.035,"SPO3786","sugar ABC transporter, permease protein","SPO_RS19215",0.029,0.029,-0.015
"SPO3787",0.99,0.004,0.98,0.011,0.98,0.007,0.97,0.012,"SPO3787","sugar ABC transporter, periplasmic sugar-binding protein","SPO_RS19220",-0.014,-0.014,-0.029
"SPO3788",1,0.017,0.99,0.015,1,0.018,0.99,0.01,"acoR","acetoin catabolism regulatory protein","SPO_RS19225",-0.014,0,-0.014
"SPO3789",1.1,0.05,1,0.031,1,0.016,0.99,0.036,"SPO3789","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS19230",-0.14,-0.14,-0.15
"SPO3790",0.98,0.013,0.98,0.015,1,0.011,0.94,0.024,"acoC","acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase","SPO_RS19235",0,0.029,-0.06
