spo,gene,funct,NCBI,meanW_rpomAlone,semW_rpomAlone,meanW_vib,semW_vib,meanW_mari,semW_mari,meanW_CC,semW_CC,Vib_fold_diff,pval_vib,padj_vib,Mari_fold_diff,pval_mari,padj_mari,CC_fold_diff,pval_cc,padj_cc
SPO3838,SPO3838,hypothetical protein,SPO_RS19475,0.99,0.03,0.94,0.07,1,0.03,1.02,0.03,-0.074,0.4698,1,0.014,1.0032,1,0.043,1.001,1
SPO3839,SPO3839,type I secretion target repeat protein,SPO_RS19480,0.98,0.02,0.98,0.01,0.98,0.01,0.99,0.02,0,0.7234,1,0,0.576,1,0.014,0.9824,1
SPO3840,rpsO,ribosomal protein S15,SPO_RS19485,0.18,0.18,0.94,0.2,0.56,0.3,0.61,0.39,2.3,0.1454,0.874424961,1.6,0.1984,1,1.7,0.546,1
SPO3841,SPO3841,"transcriptional regulator, TetR family",SPO_RS19490,0.95,0.01,0.94,0.01,0.95,0,0.94,0.01,-0.015,0.6342,1,0,1.0012,1,-0.015,0.5708,1
SPO3842,SPO3842,hypothetical protein,SPO_RS19495,0.98,0.01,1,0.01,0.98,0.01,0.98,0.02,0.029,0.3968,1,0,1.1656,1,0,0.8076,1
SPO3843,SPO3843,"malonate transporter, putative",SPO_RS19500,1.11,0.03,1.04,0.02,1.03,0.01,1.02,0.02,-0.093,0.0922,0.758750557,-0.11,0.0276,0.367871698,-0.12,0.2134,0.983877903
SPO3844,polA,DNA polymerase I,SPO_RS19505,0.76,0,0.78,0.03,0.78,0.02,0.75,0.03,0.037,0.6782,1,0.037,0.4068,1,-0.019,0.85,1
SPO3845,SPO3845,hypothetical protein,,0.94,0.04,0.98,0.02,1,0.02,0.96,0.02,0.06,0.3312,1,0.088,0.439,1,0.03,0.66,1
SPO3846,SPO3846,hypothetical protein,SPO_RS19515,1.09,0.05,1.08,0.05,1.07,0.05,1.04,0.09,-0.013,1.173,1,-0.026,0.9966,1,-0.067,0.3306,1
SPO3847,SPO3847,"ABC transporter, ATP-binding protein",SPO_RS19520,1.02,0.01,0.98,0.03,0.99,0.01,1.02,0.02,-0.057,1.126,1,-0.043,0.0278,0.367871698,0,1.0058,1
SPO3848,SPO3848,sterol desaturase family protein,SPO_RS19525,1,0.01,1,0.02,0.99,0.01,0.97,0.01,0,0.9974,1,-0.014,0.1556,0.944313443,-0.044,0.0318,0.328266667
SPO3849,SPO3849,hypothetical protein,SPO_RS19530,0.94,0.04,0.91,0.05,0.96,0.02,0.98,0.01,-0.046,0.7088,1,0.03,0.717,1,0.06,0.5368,1
SPO3850,SPO3850,glutathione-dependent formaldehyde dehydrogenase,SPO_RS19540,1.03,0.01,1.01,0.01,1,0.01,0.98,0.01,-0.028,0.9998,1,-0.042,0,0,-0.071,0.1484,0.836704122
SPO3851,SPO3851,HemY domain protein,SPO_RS19545,1.05,0.01,1.03,0.01,1.03,0.03,1,0.04,-0.027,0.9934,1,-0.027,1.0056,1,-0.07,0.974,1
SPO3852,SPO3852,hypothetical protein,SPO_RS19550,0.81,0.11,0.87,0.09,0.84,0.21,0.93,0.06,0.1,0.669,1,0.052,0.9154,1,0.2,0.4938,1
SPO3853,SPO3853,"uroporphyrinogen-III synthase, putative",SPO_RS19555,0.07,0.07,0.43,0.25,0.07,0.07,0.18,0.18,2.5,0.141,0.874424961,0,0.9958,1,1.2,0.4098,1
SPO3854,SPO3854,"O-sialoglycoprotein endopeptidase, putative",SPO_RS19560,0.26,0.26,0.26,0.15,0,0,0.36,0.19,0,1.0046,1,-4.8,0.9876,1,0.45,0.6966,1
SPO3855,gpsA,glycerol-3-phosphate dehydrogenase (NAD(P)+),SPO_RS19565,0.54,0.01,0.72,0.03,0.64,0.03,0.78,0.03,0.41,0.0274,0.340563253,0.24,0.0618,0.616667385,0.52,0.0314,0.327571186
SPO3856,SPO3856,YCII-related domain protein,SPO_RS19570,1,0.02,1.03,0.03,0.98,0.01,1.01,0.02,0.042,0.9848,1,-0.029,0.7466,1,0.014,1,1
SPO3857,SPO3857,hypothetical protein,SPO_RS19575,1.02,0.02,1.02,0.02,1,0,1.01,0.02,0,1.014,1,-0.028,0.966,1,-0.014,0.999,1
SPO3858,SPO3858,hypothetical protein,SPO_RS19580,1.04,0.01,1.05,0.01,1.02,0.01,1.02,0.02,0.014,1.0018,1,-0.028,1.569,1,-0.028,1.0038,1
SPO3859,SPO3859,hypothetical protein,SPO_RS19585,1.02,0.01,1.01,0.01,1,0.02,1,0.02,-0.014,1,1,-0.028,0.4346,1,-0.028,0.1434,0.83493913
SPO3860,SPO3860,hypothetical protein,,1.02,0.02,1,0.02,1.01,0.01,1,0.01,-0.028,0.9938,1,-0.014,0.9982,1,-0.028,0.9838,1
SPO3861,ahcY,adenosylhomocysteinase,SPO_RS19595,0.96,0.01,0.96,0.01,0.96,0.01,0.98,0.01,0,1.0782,1,0,1.1694,1,0.029,0.2824,1
SPO3862,SPO3862,"lipoprotein, putative",SPO_RS19600,0.98,0.04,0.93,0.02,0.98,0.04,1.03,0.02,-0.075,0.3428,1,0,0.6756,1,0.071,0.737,1
SPO3863,SPO3863,HD domain protein,SPO_RS19605,0.98,0.02,0.99,0.02,0.98,0.02,0.99,0.02,0.014,0.7436,1,0,1.0098,1,0.014,0.7408,1
SPO3864,SPO3864,hypothetical protein,SPO_RS19610,1.02,0.01,1.01,0.01,1.02,0,1.01,0.01,-0.014,1.0038,1,0,1.0042,1,-0.014,0.9894,1
SPO3865,regA,photosynthetic apparatus regulatory protein RegA,SPO_RS19615,0.55,0.04,0.83,0.03,0.83,0.02,0.82,0.05,0.58,0.0262,0.340563253,0.58,0.0276,0.367871698,0.57,0.028,0.327571186
SPO3866,senC,regulatory protein SenC,SPO_RS19620,0.76,0.03,0.76,0.08,0.88,0.06,0.77,0.1,0,0.9888,1,0.21,0.057,0.601702479,0.019,1.0012,1
SPO3867,regB,sensor histidine kinase RegB,SPO_RS19625,0.76,0.02,0.87,0.02,0.88,0.02,0.86,0.01,0.19,0,0,0.21,0,0,0.18,0,0
SPO3868,SPO3868,hypothetical protein,SPO_RS19630,0.96,0.02,0.96,0.01,0.95,0.01,0.96,0.02,0,1.056,1,-0.015,0.6888,1,0,1.01,1
SPO3869,SPO3869,putative protein TIGR00150,SPO_RS19635,0.79,NA,0.6,NA,0,NA,0,NA,-0.39,1.4486,1,-6.3,1.428,1,-6.3,1.43,1
SPO3870,SPO3870,hypothetical protein,SPO_RS19640,0.97,0.03,0.98,0.02,0.99,0.01,0.99,0.02,0.015,0.8002,1,0.029,0.912,1,0.029,0.7162,1
SPO3871,SPO3871,nucleotidyltransferase family protein,SPO_RS19645,1.02,0.03,0.9,0.03,0.96,0.04,0.98,0.03,-0.18,0.1152,0.839901923,-0.087,0.5216,1,-0.057,0.8212,1
SPO3872,SPO3872,hypothetical protein,SPO_RS19650,0.66,0.02,0.72,0.01,0.69,0.03,0.77,0.02,0.12,0.0264,0.340563253,0.063,0.4126,1,0.22,0.0322,0.32849337
SPO3873,SPO3873,"ATP-dependent DNA helicase, UvrD/Rep family",SPO_RS19655,0.71,0.03,0.81,0.03,0.76,0.01,0.86,0.03,0.19,0,0,0.097,0.1664,0.985265831,0.27,0,0
SPO3874,trx,thioredoxin,SPO_RS19660,1.07,0.02,1.02,0.03,1.01,0.03,0.99,0.03,-0.068,0.0304,0.340563253,-0.082,0.0268,0.367871698,-0.11,0.028,0.327571186
SPO3875,SPO3875,hypothetical protein,SPO_RS19665,0.95,0.03,0.98,0.02,0.96,0.04,1.03,0.02,0.044,0.523,1,0.015,1.0072,1,0.12,0.2788,1
SPO3876,SPO3876,hypothetical protein,SPO_RS19670,0.98,0.03,0.97,0.03,0.96,0.01,0.97,0.02,-0.015,0.706,1,-0.029,1.1874,1,-0.015,0.997,1
SPO3877,SPO3877,transcriptional regulator/arsenate reductase,SPO_RS19675,1.06,0.01,1.04,0.02,1.04,0.02,1.03,0.01,-0.027,1.0008,1,-0.027,1.534,1,-0.041,0.9974,1
SPO3878,gap-4,"glyceraldehyde-3-phosphate dehydrogenase, type I",SPO_RS19680,1,0.01,1,0.01,1.02,0.01,0.99,0.01,0,0.1438,0.874424961,0.028,0.9852,1,-0.014,0.0262,0.327571186
SPO3879,SPO3879,hypothetical protein,SPO_RS19685,1.01,0,1,0,1,0.01,1.01,0.01,-0.014,1.577,1,-0.014,1.01,1,0,1.017,1
SPO3880,hslV,ATP-dependent protease hslV,SPO_RS19695,1.04,0.02,1.03,0.01,1.03,0.01,1.03,0.01,-0.014,0.9946,1,-0.014,1.0106,1,-0.014,1.018,1
SPO3881,SPO3881,"twin-arginine translocation pathway signal sequence domain protein, putative",SPO_RS19700,0.97,0.03,0.98,0.02,1,0.02,1,0.03,0.015,1.0204,1,0.044,1.0118,1,0.044,0.6668,1
SPO3882,hslU,"ATP-dependent hsl protease, ATP-binding subunit HslU",SPO_RS19705,1.02,0.01,1.02,0.01,1.02,0.01,1.01,0.01,0,0.9756,1,0,0.988,1,-0.014,1.0124,1
SPO3883,SPO3883,"lipoprotein, putative",SPO_RS19710,1.02,0.02,1.02,0.01,1,0.01,1,0.01,0,1.0044,1,-0.028,1.0052,1,-0.028,1.0002,1
SPO3884,SPO3884,smr domain protein,SPO_RS19715,1.04,0.01,1,0.01,1,0.01,0.99,0.02,-0.056,0.9848,1,-0.056,1.0024,1,-0.07,0.5582,1
SPO3885,SPO3885,MltA/3D domain protein,SPO_RS19720,1.02,0.01,1.02,0.01,1.01,0.01,1,0.02,0,2,1,-0.014,1.0096,1,-0.028,0,0
SPO3886,SPO3886,"transporter, Tim44 family",SPO_RS19725,0.84,0.02,0.86,0.02,0.91,0.01,0.88,0.01,0.034,0.6018,1,0.11,0.0552,0.59404186,0.066,0.1392,0.83493913
SPO3887,fxsA,FxsA,SPO_RS19730,0.98,0.02,0.98,0.02,0.99,0.02,0.98,0.02,0,1.1854,1,0.014,1.1846,1,0,1.0732,1
SPO3888,secB,protein-export protein SecB,SPO_RS19735,0.74,0.05,0.81,0.09,0.78,0.07,0.89,0.05,0.13,0.609,1,0.075,0.5944,1,0.26,0.0284,0.327571186
SPO3889,dnaQ,"DNA polymerase III, epsilon subunit",SPO_RS19740,1.04,0.02,0.98,0.03,0.99,0.01,1.02,0.01,-0.085,0.2878,1,-0.07,0.9838,1,-0.028,1.0148,1
SPO3890,coaE,dephospho-CoA kinase,SPO_RS19745,0.7,0.08,0.9,0.03,0.94,0.05,0.78,0.06,0.36,0.028,0.340563253,0.42,0.0272,0.367871698,0.15,0.4298,1
SPO3891,aroE,shikimate 5-dehydrogenase,SPO_RS19750,0,0,0,0,0.08,0.08,0,0,0,2,1,3.2,0.7164,1,0,2,1
SPO3892,maf-1,Maf,SPO_RS19755,0.98,0.02,0.98,0.02,0.95,0,1,0.02,0,0.5538,1,-0.044,0.219,1,0.029,0.2418,1
SPO3894,rho,transcription termination factor Rho,SPO_RS19765,1.04,0.08,1.18,0.15,1.14,0.03,1.37,0.05,0.18,0.3488,1,0.13,0.0538,0.589253254,0.39,0.0566,0.537833416
SPO3895,trmE,tRNA modification GTPase TrmE,SPO_RS19770,0.88,0.03,0.84,0.05,0.87,0.02,0.92,0.04,-0.066,0.4712,1,-0.016,0.92,1,0.063,0.7672,1
SPO3896,SPO3896,"transcriptional regulator, TetR family",SPO_RS08785,0.5,0.25,0.66,0.33,0.63,0.19,0.63,0.34,0.39,0.6058,1,0.33,0.6742,1,0.33,0.6936,1
SPO3897,SPO3897,"site-specific recombinase, resolvase family",SPO_RS22495,0.88,0.04,0.83,0.1,0.93,0.04,0.91,0.06,-0.083,0.8082,1,0.079,0.4278,1,0.048,0.832,1
SPO3898,SPO3898,"DNA-binding protein, putative",SPO_RS22515,1.02,0.02,1.03,0.02,1.02,0.01,1.01,0.01,0.014,1.0024,1,0,1.3452,1,-0.014,1.0072,1
SPO3899,SPO3899,hypothetical protein,SPO_RS13895,0.96,0.04,0.99,0.04,0.96,0.03,0.96,0.02,0.044,0.6062,1,0,1.0118,1,0,0.8378,1
SPO3900,SPO3900,thermonuclease family protein,SPO_RS22270,1.04,0.05,1.02,0.02,1,0.03,0.97,0.03,-0.028,1.007,1,-0.056,1.0036,1,-0.1,0.8354,1
SPO3901,SPO3901,"carbon monoxide dehydrogenase G protein, putative",SPO_RS18460,1.07,0.02,0.98,0.06,1.02,0.03,0.86,0.06,-0.13,0.136,0.874424961,-0.068,0.0268,0.367871698,-0.31,0,0
SPO3902,SPO3902,transglycosylase domain protein,SPO_RS22620,0.96,0.01,0.98,0.01,0.98,0,0.98,0.01,0.029,0.232,1,0.029,0.199,1,0.029,0.3348,1
SPO3903,SPO3903,"6-pyruvoyl tetrahydropterin synthase, putative",SPO_RS19040,0.95,0.04,0.97,0.04,1,0.01,0.98,0.03,0.03,0.4552,1,0.073,0.0298,0.367871698,0.044,0.6804,1
SPO3904,SPO3904,Heat shock protein,SPO_RS15160,1.07,0.08,0.84,0.19,0.88,0.06,1.02,0.05,-0.35,0.1996,1,-0.28,0.087,0.788454808,-0.068,0.3426,1
SPOA0001,SPOA0001,hypothetical protein,SPO_RS19785,0.97,0.04,0.99,0.03,0.98,0.01,0.97,0.03,0.029,0.713,1,0.015,0.8968,1,0,0.778,1
SPOA0002,miaB,(dimethylallyl)adenosine tRNA methylthiotransferase,SPO_RS19790,1.09,0.03,0.98,0.03,0.99,0.01,0.98,0.04,-0.15,0,0,-0.14,0,0,-0.15,0,0
SPOA0003,SPOA0003,hypothetical protein,,0.99,0.04,1.01,0.03,0.99,0.03,0.96,0.03,0.029,0.7786,1,0,0.8264,1,-0.044,0.3184,1
SPOA0004,SPOA0004,OmpA family protein,SPO_RS19800,1,0.02,0.95,0.02,0.97,0.04,1,0.03,-0.073,0.3374,1,-0.044,0.7766,1,0,0.9882,1
SPOA0005,SPOA0005,lipoprotein,SPO_RS19805,1.03,0.09,0.84,0.04,0.84,0.03,0.81,0.07,-0.29,0.2034,1,-0.29,0.0886,0.788454808,-0.34,0.1118,0.764607042
SPOA0006,SPOA0006,PhoH family protein,SPO_RS19810,0.85,0.07,0.99,0.04,0.96,0.01,0.99,0.05,0.22,0.0602,0.577763636,0.17,0.1018,0.863558513,0.22,0.1172,0.764607042
SPOA0007,SPOA0007,hypothetical protein,SPO_RS19815,0.45,0.22,1.01,0.15,0.95,0.12,0.75,0.3,1.1,0.056,0.562282609,1.1,0,0,0.72,0.4438,1
SPOA0008,ybeY,Endoribonuclease YbeY (EC 3.1.-.-),SPO_RS19820,0.34,0.34,0.49,0.29,0.58,0.29,0.8,0.17,0.51,0.6544,1,0.75,0.5654,1,1.2,0.2268,1
SPOA0012,SPOA0012,DNA topology modulation kinase FlaR,SPO_RS19840,0.94,0.03,0.97,0.03,0.95,0.03,1.01,0.02,0.045,0.61,1,0.015,0.848,1,0.1,0.29,1
SPOA0013,SPOA0013,hypothetical protein,SPO_RS19845,1,0.06,0.94,0.06,0.94,0.08,0.93,0.07,-0.088,0.5876,1,-0.088,0.4246,1,-0.1,0.5488,1
SPOA0014,trmB,tRNA (guanine-N(7)-)-methyltransferase,SPO_RS19850,1,0.02,0.92,0.03,0.99,0.02,0.97,0.02,-0.12,0.1228,0.852692308,-0.014,0.7204,1,-0.044,0.3066,1
SPOA0017,cmk,cytidylate kinase,SPO_RS19860,0.13,0.13,0,0,0.84,0.08,0.24,0.24,-3.8,0.139,0.874424961,2.6,0.0284,0.367871698,0.84,0.8782,1
SPOA0018,SPOA0018,hypothetical protein,SPO_RS19865,0.91,0.11,0.97,0.05,0.98,0.02,1,0.04,0.091,0.7318,1,0.11,0.6026,1,0.13,0.4914,1
SPOA0019,SPOA0019,hypothetical protein,SPO_RS19870,0.91,0.04,0.95,0.03,0.95,0.03,0.94,0.04,0.061,0.3456,1,0.061,0.5188,1,0.046,0.7352,1
SPOA0020,SPOA0020,alanine racemase,SPO_RS19875,0.94,0.1,1.04,0.05,0.98,0.07,1.02,0.09,0.14,0.532,1,0.06,0.7624,1,0.12,0.5898,1
SPOA0021,SPOA0021,"oxidoreductase, FAD-binding",SPO_RS19880,0.98,0.04,0.89,0.03,0.93,0.05,0.92,0.04,-0.14,0.141,0.874424961,-0.075,0.6232,1,-0.09,0.2338,1
SPOA0022,SPOA0022,cytochrome c5,SPO_RS19885,1,0.05,0.45,0.26,0.81,0.1,0.95,0.11,-1.1,0.0616,0.586628866,-0.3,0.1392,0.91598408,-0.073,0.6108,1
SPOA0023,SPOA0023,TetR family transcriptional regulator,SPO_RS19890,1.01,0.03,0.97,0.03,0.97,0,1,0.05,-0.058,0.3708,1,-0.058,0.433,1,-0.014,0.909,1
SPOA0024,SPOA0024,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",SPO_RS19895,1.03,0.03,0.96,0.02,1,0.01,0.94,0,-0.1,0.2912,1,-0.042,0.9732,1,-0.13,0.157,0.873194277
SPOA0025,SPOA0025,fumarylacetoacetate hydrolase family protein,SPO_RS19900,0.91,0.08,0.94,0.06,0.9,0.13,0.95,0.11,0.046,0.9404,1,-0.016,1.0058,1,0.061,0.8228,1
SPOA0026,hpcB,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",SPO_RS19905,0.83,0.04,0.93,0.04,0.95,0.02,0.92,0.03,0.16,0.1384,0.874424961,0.19,0.0878,0.788454808,0.15,0.0786,0.701134783
SPOA0027,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,SPO_RS19910,0.89,0.03,0.92,0.02,0.89,0.02,0.86,0.02,0.047,0.341,1,0,1.0224,1,-0.049,0.3982,1
SPOA0028,nqrA,Na(+)-translocating NADH-quinone reductase subunit A,SPO_RS19915,1.07,0.03,1.08,0.02,1.05,0.01,1.05,0.01,0.013,0.9968,1,-0.027,0.0264,0.367871698,-0.027,0.9912,1
SPOA0029,nqrB,Na(+)-translocating NADH-quinone reductase subunit B,SPO_RS19920,1.03,0,1,0.01,1,0.01,1.04,0.01,-0.042,1.0014,1,-0.042,0.9864,1,0.014,1.5792,1
SPOA0030,nqrC,Na(+)-translocating NADH-quinone reductase subunit C,SPO_RS19925,1.06,0.01,1.04,0.02,1.03,0.02,1.01,0.03,-0.027,0,0,-0.041,0.0258,0.367871698,-0.069,0.0266,0.327571186
SPOA0031,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,SPO_RS19930,1.08,0.01,1.06,0.01,1.02,0.02,1.05,0.02,-0.027,0.9886,1,-0.082,0,0,-0.04,0,0
SPOA0032,nqrE,Na(+)-translocating NADH-quinone reductase subunit E,SPO_RS19935,1.04,0.02,1,0.07,1,0.02,1.1,0.05,-0.056,1.012,1,-0.056,1.0002,1,0.08,0.0294,0.327571186
SPOA0033,nqrF,Na(+)-translocating NADH-quinone reductase subunit F,SPO_RS19940,1.02,0.02,1.02,0.01,1.01,0.01,1.02,0.02,0,0.9858,1,-0.014,0.988,1,0,0.9822,1
SPOA0034,SPOA0034,CBS domain-containing protein,SPO_RS19945,1,0.02,1.04,0,1,0.02,1,0.01,0.056,1.0018,1,0,1.2274,1,0,0.9558,1
SPOA0035,SPOA0035,hypothetical protein,,1.04,0.06,1,0.08,0.98,0.03,1.03,0.09,-0.056,0.6612,1,-0.085,0.8384,1,-0.014,0.9974,1
SPOA0036,apbE,thiamin biosynthesis lipoprotein ApbE,SPO_RS19955,1.06,0.01,1,0.01,1,0.01,1.03,0.02,-0.083,0.6614,1,-0.083,0.9766,1,-0.041,0.9964,1
SPOA0037,SPOA0037,hypothetical protein,SPO_RS19960,1.16,0.06,1.09,0.02,1.08,0.02,1.08,0.01,-0.089,0.294,1,-0.1,0,0,-0.1,0,0
SPOA0038,SPOA0038,LuxR family transcriptional regulator,SPO_RS19965,1.04,0.02,1,0.01,1,0.02,0.98,0.02,-0.056,0.423,1,-0.056,1.0114,1,-0.085,0.655,1
SPOA0039,SPOA0039,hypothetical protein,SPO_RS19970,1.02,0.02,1,0.01,1,0.01,1.02,0.01,-0.028,0.994,1,-0.028,1.0238,1,0,0.9996,1
SPOA0040,SPOA0040,crcB family protein,SPO_RS19975,0.99,0.03,1.02,0.02,0.98,0.01,0.9,0.08,0.043,0.626,1,-0.014,1.1154,1,-0.14,0.4722,1
SPOA0041,crcB,Putative fluoride ion transporter CrcB,SPO_RS19980,1.11,0.05,0.93,0.07,1.01,0.02,0.95,0.05,-0.25,0.1954,1,-0.13,0.2876,1,-0.22,0.1064,0.764607042
SPOA0042,SPOA0042,BKACE; β-keto acid cleavage enzyme group G4 (pca degradation),SPO_RS19985,1.03,0.04,0.96,0.04,1,0.02,1.03,0.03,-0.1,0,0,-0.042,0,0,0,0.0296,0.327571186
SPOA0043,pcaG,"protocatechuate 3,4-dioxygenase alpha subunit",SPO_RS19990,0.99,0.03,0.97,0.1,1.02,0.01,0.96,0.05,-0.029,0.8104,1,0.043,1.007,1,-0.044,0.5226,1
SPOA0044,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",SPO_RS19995,0.96,0.01,0.99,0.03,0.95,0.01,1.02,0.02,0.044,0.8306,1,-0.015,0.7356,1,0.087,0.3414,1
SPOA0045,pcaC,4-carboxymuconolactone decarboxylase,SPO_RS20000,1.08,0.07,0.98,0.03,1,0.05,0.94,0.03,-0.14,0.1612,0.932134585,-0.11,0.2286,1,-0.2,0.0824,0.704954447
SPOA0046,pobA,4-hydroxybenzoate 3-monooxygenase,SPO_RS20005,0.97,0.04,0.95,0.02,0.95,0.02,0.93,0.03,-0.03,0.819,1,-0.03,0.7634,1,-0.06,0.5682,1
SPOA0047,pcaQ,pca operon transcriptional activator PcaQ,SPO_RS20010,0.92,0.05,0.94,0.03,0.94,0.06,0.9,0.03,0.031,0.858,1,0.031,0.9984,1,-0.031,0.7018,1
SPOA0048,SPOA0048,hypothetical protein,SPO_RS20015,0.89,0.09,0.88,0.08,0.9,0.11,0.6,0.23,-0.016,0.8022,1,0.016,0.8826,1,-0.56,0.24,1
SPOA0049,nosR,nitrous-oxide reductase transcriptional activator NosR,SPO_RS20020,0.86,0.04,0.92,0.01,0.89,0.03,0.88,0.04,0.096,0.2888,1,0.049,0.6164,1,0.033,0.7666,1
SPOA0050,nosZ,nitrous-oxide reductase,SPO_RS20025,0.95,0.02,0.98,0.02,0.96,0.02,0.94,0.01,0.044,0.2874,1,0.015,0.5654,1,-0.015,0.977,1
SPOA0051,nosD,nitrous oxide maturation protein NosD,SPO_RS20030,0.97,0.03,0.9,0.02,0.92,0.01,0.87,0.02,-0.11,0.0848,0.751316667,-0.076,0.2782,1,-0.16,0.087,0.704954447
SPOA0052,nosF,"ABC transporter, ATP-binding protein NosF",SPO_RS20035,1.03,0.04,1.05,0.08,0.94,0.08,1,0.06,0.027,0.1356,0.874424961,-0.13,0.5952,1,-0.042,1.005,1
SPOA0053,nosY,nitrous oxide maturation protein NosY,SPO_RS20040,1.03,0.03,1.01,0.06,0.95,0.05,0.77,0.17,-0.028,0.99,1,-0.12,0.5744,1,-0.42,0.1748,0.920619658
SPOA0054,nosL,nitrous oxide reductase accessory protein,SPO_RS20045,0.68,0.15,0.48,0.22,0.84,0.05,0.69,0.09,-0.49,0.5338,1,0.3,0.4424,1,0.021,0.9986,1
SPOA0055,SPOA0055,cytochrome c family protein,SPO_RS20050,1.03,0.04,1,0.03,1.04,0.01,0.98,0.03,-0.042,0.9892,1,0.014,0.9954,1,-0.071,1.153,1
SPOA0056,SPOA0056,DNA-binding protein,SPO_RS20055,0.92,0.06,0.87,0.09,0.96,0.05,0.9,0.05,-0.08,0.7218,1,0.061,0.6122,1,-0.031,1.029,1
SPOA0057,gcvT,glycine cleavage system T protein,SPO_RS20060,0.95,0.02,0.91,0.01,0.92,0.02,0.91,0.02,-0.061,0.1736,0.952805638,-0.046,0.3116,1,-0.061,0.2336,1
SPOA0058,gcvH-2,glycine cleavage system protein H,SPO_RS20065,0.91,0.04,0.99,0.03,0.97,0.03,0.96,0.02,0.12,0.17,0.95124256,0.091,0.3616,1,0.076,0.3706,1
SPOA0059,gcvP,glycine dehydrogenase,SPO_RS20070,0.93,0.03,0.94,0.03,0.95,0.02,0.98,0.02,0.015,0.7732,1,0.03,0.6014,1,0.075,0.141,0.83493913
SPOA0060,SPOA0060,AraC family transcriptional regulator,SPO_RS20075,1.05,0.02,0.99,0.03,1.01,0.05,1.05,0.05,-0.084,0.999,1,-0.055,1.0082,1,0,1.012,1
SPOA0061,katG,catalase/peroxidase HPI,SPO_RS20080,0.97,0.02,1,0.01,1,0.01,0.99,0.01,0.044,0.2622,1,0.044,0.2532,1,0.029,0.1622,0.898057871
SPOA0062,SPOA0062,aspartate racemase,SPO_RS20085,0.96,0.04,0.96,0.03,0.94,0.04,0.92,0.03,0,0.8038,1,-0.03,1.0792,1,-0.061,0.534,1
SPOA0063,SPOA0063,FAD-dependent oxidoreductase,SPO_RS20090,0.95,0.02,0.99,0.03,0.91,0.03,0.92,0.04,0.059,0.4576,1,-0.061,0.4214,1,-0.046,0.52,1
SPOA0064,SPOA0064,"NG,NG-dimethylarginine dimethylaminohydrolase",SPO_RS20095,0.91,0.04,0.92,0.03,0.92,0.03,0.9,0.04,0.016,0.6658,1,0.016,0.631,1,-0.016,0.9988,1
SPOA0065,SPOA0065,hypothetical protein,SPO_RS20100,1.03,0.02,1.03,0.03,0.95,0.02,0.95,0.02,0,1.0146,1,-0.12,0.3168,1,-0.12,0.278,1
SPOA0066,SPOA0066,aspartate aminotransferase,SPO_RS20105,0.98,0.1,0.92,0.07,0.96,0.05,1.02,0.07,-0.09,0.5572,1,-0.029,1.0094,1,0.057,0.9504,1
SPOA0067,SPOA0067,TetR family transcriptional regulator,SPO_RS20110,1.08,0.03,1.04,0.04,1.08,0.03,1.04,0.04,-0.054,1.007,1,0,0,0,-0.054,0.9958,1
SPOA0068,SPOA0068,polar amino acid ABC transporter ATP-binding protein,SPO_RS20115,1.04,0.05,1.02,0.02,1.02,0.03,1.04,0.04,-0.028,0.1406,0.874424961,-0.028,0.1334,0.91598408,0,0.1186,0.767057443
SPOA0069,SPOA0069,polar amino acid ABC transporter periplasmic substrate-binding protein,SPO_RS20120,0.96,0.03,1.01,0.02,0.96,0.02,1.03,0.02,0.073,1.0598,1,0,0.8048,1,0.1,0.7358,1
SPOA0070,SPOA0070,polar amino acid ABC transporter permease,SPO_RS20125,0.99,0.04,0.96,0.03,0.87,0.02,0.9,0.04,-0.044,0.6006,1,-0.18,0.0294,0.367871698,-0.14,0.1678,0.916694379
SPOA0071,SPOA0071,polar amino acid ABC transporter permease,SPO_RS20130,0.87,0.05,0.84,0.03,0.92,0.03,0.92,0.07,-0.05,0.6592,1,0.08,0.3718,1,0.08,0.5138,1
SPOA0072,SPOA0072,hypothetical protein,SPO_RS20135,0.92,0.02,0.92,0.04,0.88,0.02,0.87,0.02,0,1.0342,1,-0.063,0.2632,1,-0.08,0.1738,0.919546418
SPOA0073,arsC-2,arsenate reductase,SPO_RS20140,0.49,0.12,0.94,0.05,0.86,0.03,0.85,0.06,0.93,0,0,0.8,0,0,0.78,0,0
SPOA0074,SPOA0074,hypothetical protein,SPO_RS20145,0.79,0.09,0.78,0.11,0.88,0.1,0.84,0.08,-0.018,0.8186,1,0.15,0.569,1,0.087,0.7828,1
SPOA0075,SPOA0075,hypothetical protein,SPO_RS20150,1.01,0.05,1.02,0.03,0.99,0.03,0.99,0.01,0.014,1.0024,1,-0.029,1.0008,1,-0.029,0.8272,1
SPOA0076,SPOA0076,carbon-nitrogen family hydrolase,SPO_RS20155,0.98,0.02,0.94,0.03,0.96,0.01,0.94,0.07,-0.06,0.252,1,-0.029,0.363,1,-0.06,0.5128,1
